log_id,source_node,target_node,edge_type,label
invictus_enriched.csv:1654,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
invictus_enriched.csv:1655,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1656,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1657,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
invictus_enriched.csv:1658,arn:aws:iam::123837392027:user/bert-jan,aws_service,DeleteNatGateway,0
invictus_enriched.csv:1659,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1660,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1661,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1662,arn:aws:iam::123837392027:user/bert-jan,aws_service,TerminateInstances,0
invictus_enriched.csv:1663,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1664,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1665,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctes-bucket-qyxyekjbtk,DeleteBucket,0
invictus_enriched.csv:1666,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
invictus_enriched.csv:1667,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
invictus_enriched.csv:1668,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1669,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1670,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
invictus_enriched.csv:1671,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1672,arn:aws:iam::123837392027:user/bert-jan,aws_service,DeleteNatGateway,0
invictus_enriched.csv:1673,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
invictus_enriched.csv:1674,unknown_principal,aws_service,StartSecretVersionDelete,0
invictus_enriched.csv:1675,unknown_principal,aws_service,EndSecretVersionDelete,0
invictus_enriched.csv:1676,arn:aws:iam::123837392027:user/bert-jan,rtb-0c7c2f4aff3677054,DeleteRouteTable,0
invictus_enriched.csv:1677,arn:aws:iam::123837392027:user/bert-jan,rtb-01a1e48796093c514,DeleteRouteTable,0
invictus_enriched.csv:1678,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1679,arn:aws:iam::123837392027:user/bert-jan,rtb-0d4916f528a90fa4e,DeleteRouteTable,0
invictus_enriched.csv:1680,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1681,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1682,arn:aws:iam::123837392027:user/bert-jan,rtb-08838187a84b2f5bf,DeleteRouteTable,0
invictus_enriched.csv:1683,unknown_principal,aws_service,EndSecretVersionDelete,0
invictus_enriched.csv:1684,unknown_principal,aws_service,EndSecretVersionDelete,0
invictus_enriched.csv:1685,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
invictus_enriched.csv:1686,unknown_principal,aws_service,StartSecretVersionDelete,0
invictus_enriched.csv:1687,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
invictus_enriched.csv:1688,unknown_principal,aws_service,StartSecretVersionDelete,0
invictus_enriched.csv:1689,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
invictus_enriched.csv:1690,unknown_principal,aws_service,EndSecretVersionDelete,0
invictus_enriched.csv:1691,unknown_principal,stratus-red-team-ctlr-bucket-zqfsvooxqj,GetBucketAcl,0
invictus_enriched.csv:1692,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctlr-bucket-zqfsvooxqj,DeleteBucket,0
invictus_enriched.csv:1693,unknown_principal,aws_service,StartSecretVersionDelete,0
invictus_enriched.csv:1694,unknown_principal,aws_service,EndSecretVersionDelete,0
invictus_enriched.csv:1695,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ctlr-bucket-zqfsvooxqj,DeleteBucket,0
invictus_enriched.csv:1696,arn:aws:iam::123837392027:user/bert-jan,Parameter,ListTagsForResource,0
invictus_enriched.csv:1697,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeParameters,0
invictus_enriched.csv:1698,unknown_principal,aws_service,StartSecretVersionDelete,0
invictus_enriched.csv:1699,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetUser,0
