log_id,source_node,target_node,edge_type,label
0,arn:aws:iam::123837392027:user/benjamin,eu-north-1,GetRegionOptStatus,0
1,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketsevidenceeeedc25d-1q9cl0tuy4gbm,GetBucketLogging,0
2,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketsevidenceeeedc25d-1q9cl0tuy4gbm,GetBucketPolicy,0
3,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketsevidenceeeedc25d-1q9cl0tuy4gbm,GetBucketAcl,0
4,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketsevidenceeeedc25d-1q9cl0tuy4gbm,GetBucketLocation,0
5,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketssecuritylogsbef08b3e-13nrzhi7fcs7w,GetBucketLogging,0
6,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketssecuritylogsbef08b3e-13nrzhi7fcs7w,GetBucketPolicy,0
7,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketssecuritylogsbef08b3e-13nrzhi7fcs7w,GetBucketAcl,0
8,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketssecuritylogsbef08b3e-13nrzhi7fcs7w,GetBucketLocation,0
9,arn:aws:iam::123837392027:user/benjamin,cdktoolkit-stagingbucket-zbvx22khdave,GetBucketPolicy,0
10,arn:aws:iam::123837392027:user/benjamin,cdktoolkit-stagingbucket-zbvx22khdave,GetBucketLogging,0
11,arn:aws:iam::123837392027:user/benjamin,cdktoolkit-stagingbucket-zbvx22khdave,GetBucketLocation,0
12,arn:aws:iam::123837392027:user/benjamin,cdktoolkit-stagingbucket-zbvx22khdave,GetBucketAcl,0
13,arn:aws:iam::123837392027:user/benjamin,config-bucket-123837392027,GetBucketLogging,0
14,arn:aws:iam::123837392027:user/benjamin,config-bucket-123837392027,GetBucketAcl,0
15,arn:aws:iam::123837392027:user/benjamin,config-bucket-123837392027,GetBucketPolicy,0
16,arn:aws:iam::123837392027:user/benjamin,config-bucket-123837392027,GetBucketLocation,0
17,arn:aws:iam::123837392027:user/benjamin,s3.amazonaws.com,ListBuckets,0
18,arn:aws:iam::123837392027:user/benjamin,123837392027.s3-control.us-east-1.amazonaws.com,GetStorageLensConfiguration,0
19,arn:aws:iam::123837392027:user/benjamin,arn:aws:s3:us-east-1:123837392027:storage-lens/default-account-dashboard,GetStorageLensDashboardDataInternal,0
20,arn:aws:iam::123837392027:user/benjamin,arn:aws:s3:us-east-1:123837392027:storage-lens/default-account-dashboard,GetStorageLensDashboardDataInternal,0
21,arn:aws:iam::123837392027:user/benjamin,123837392027.s3-control.us-east-1.amazonaws.com,GetStorageLensConfiguration,0
22,arn:aws:iam::123837392027:user/benjamin,aws_service,ListNotificationHubs,0
23,arn:aws:iam::123837392027:user/benjamin,eventTypeCategory,DescribeEventAggregates,0
24,arn:aws:iam::123837392027:user/benjamin,eventTypeCategory,DescribeEventAggregates,0
25,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketssecuritylogsbef08b3e-13nrzhi7fcs7w,GetBucketAcl,0
26,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketssecuritylogsbef08b3e-13nrzhi7fcs7w,GetBucketPolicyStatus,0
27,arn:aws:iam::123837392027:user/benjamin,config-bucket-123837392027,ListAccessPoints,0
28,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,ListAccessPoints,0
29,arn:aws:iam::123837392027:user/benjamin,cdktoolkit-stagingbucket-zbvx22khdave,GetBucketPolicyStatus,0
30,arn:aws:iam::123837392027:user/benjamin,cdktoolkit-stagingbucket-zbvx22khdave,GetBucketPublicAccessBlock,0
31,arn:aws:iam::123837392027:user/benjamin,cdktoolkit-stagingbucket-zbvx22khdave,GetBucketAcl,0
32,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,GetBucketPublicAccessBlock,0
33,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketsevidenceeeedc25d-1q9cl0tuy4gbm,ListAccessPoints,0
34,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,ListAccessPoints,0
35,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,ListAccessPoints,0
36,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketsevidenceeeedc25d-1q9cl0tuy4gbm,GetBucketAcl,0
37,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketsevidenceeeedc25d-1q9cl0tuy4gbm,GetBucketPublicAccessBlock,0
38,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketsevidenceeeedc25d-1q9cl0tuy4gbm,GetBucketPolicyStatus,0
39,arn:aws:iam::123837392027:user/benjamin,123837392027.s3-control.us-east-1.amazonaws.com,GetAccountPublicAccessBlock,0
40,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,GetBucketPolicyStatus,0
41,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,GetBucketAcl,0
42,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,GetBucketPublicAccessBlock,0
43,arn:aws:iam::123837392027:user/benjamin,cdktoolkit-stagingbucket-zbvx22khdave,ListAccessPoints,0
44,arn:aws:iam::123837392027:user/benjamin,config-bucket-123837392027,GetBucketPublicAccessBlock,0
45,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,GetBucketAcl,0
46,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketssecuritylogsbef08b3e-13nrzhi7fcs7w,GetBucketPublicAccessBlock,0
47,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,GetBucketPublicAccessBlock,0
48,arn:aws:iam::123837392027:user/benjamin,config-bucket-123837392027,GetBucketPolicyStatus,0
49,arn:aws:iam::123837392027:user/benjamin,config-bucket-123837392027,GetBucketAcl,0
50,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,GetBucketAcl,0
51,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,ListAccessPoints,0
52,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,GetBucketPublicAccessBlock,0
53,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,GetBucketPolicyStatus,0
54,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,GetBucketAcl,0
55,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,GetBucketPolicyStatus,0
56,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,GetBucketPolicyStatus,0
57,arn:aws:iam::123837392027:user/benjamin,baker221b-bucketssecuritylogsbef08b3e-13nrzhi7fcs7w,ListAccessPoints,0
58,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,GetBucketLogging,0
59,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,GetBucketPolicy,0
60,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,GetBucketLocation,0
61,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-09-28-pgd48,GetBucketAcl,0
62,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,GetBucketLogging,0
63,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,GetBucketAcl,0
64,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,GetBucketPolicy,0
65,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-8aukl,GetBucketLocation,0
66,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,GetBucketPolicy,0
67,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,GetBucketLogging,0
68,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,GetBucketAcl,0
69,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-e0xdv,GetBucketLocation,0
70,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,GetBucketLogging,0
71,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,GetBucketPolicy,0
72,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,GetBucketAcl,0
73,arn:aws:iam::123837392027:user/benjamin,invictus-aws-2022-10-27-quygr,GetBucketLocation,0
74,arn:aws:iam::123837392027:user/benjamin,aws_service,ListHostedZones,0
75,arn:aws:iam::123837392027:user/benjamin,aws_service,GetAccountSummary,0
76,arn:aws:iam::123837392027:user/benjamin,aws_service,ListUsers,0
77,arn:aws:iam::123837392027:user/benjamin,aws_service,GetAccountAuthorizationDetails,0
78,arn:aws:iam::123837392027:user/benjamin,aws_service,ListSSHPublicKeys,0
79,arn:aws:iam::123837392027:user/benjamin,aws_service,ListMFADevices,0
80,arn:aws:iam::123837392027:user/benjamin,eventTypeCategory,DescribeEventAggregates,0
81,arn:aws:iam::123837392027:user/benjamin,eventTypeCategory,DescribeEventAggregates,0
82,arn:aws:iam::123837392027:user/benjamin,eventTypeCategory,DescribeEventAggregates,0
83,arn:aws:iam::123837392027:user/benjamin,eventTypeCategory,DescribeEventAggregates,0
84,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeAccountAttributes,0
85,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetCallerIdentity,0
86,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetUser,0
87,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-get-password-data-role,CreateRole,1
88,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetUser,0
89,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-get-password-data-role,PutRolePolicy,1
90,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-get-password-data-role,GetRole,0
91,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-get-password-data-role,ListAttachedRolePolicies,0
92,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-get-password-data-role,ListRolePolicies,0
93,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-get-password-data-role,GetRolePolicy,0
94,arn:aws:iam::123837392027:user/bert-jan,aws_service,AssumeRole,0
95,arn:aws:iam::123837392027:user/bert-jan,aws_service,AssumeRole,0
96,arn:aws:iam::123837392027:user/bert-jan,arn:aws:iam::123837392027:role/stratus-red-team-ec2-get-password-data-role,AssumeRole,0
97,arn:aws:iam::123837392027:user/bert-jan,aws_service,AssumeRole,0
98,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-yo72hkw7elzv1ald,GetPasswordData,1
99,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-i0cpawn0os061eh9,GetPasswordData,1
100,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-cf6ffvclrtu9msqi,GetPasswordData,1
101,arn:aws:iam::123837392027:user/bert-jan,arn:aws:iam::123837392027:role/stratus-red-team-ec2-get-password-data-role,AssumeRole,0
102,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-tfvyr9tlvlmkf9zj,GetPasswordData,1
103,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-s57e8ko3wxa0uofh,GetPasswordData,1
104,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-jm8nuzn9phc3d0sh,GetPasswordData,1
105,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-ytpw6tvgd6btfgjo,GetPasswordData,1
106,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-durz4ux740gjqvcm,GetPasswordData,1
107,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-spvxfzvroh1nf8io,GetPasswordData,1
108,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-c0gcna3ngc7agdrg,GetPasswordData,1
109,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-mofepkigjpqejdm3,GetPasswordData,1
110,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-lwnesitg7ty2bu65,GetPasswordData,1
111,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-cki5fv977pyciy84,GetPasswordData,1
112,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-0mi52t5mrw29rwat,GetPasswordData,1
113,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-8py8wmkkftttj9l9,GetPasswordData,1
114,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-h510jobx6pz17ui4,GetPasswordData,1
115,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-cyumyy8iurswzksn,GetPasswordData,1
116,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-6lud62vlx9ioybgs,GetPasswordData,1
117,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-vn9csybgmpx91uuk,GetPasswordData,1
118,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-su4p82rzjr5ppotj,GetPasswordData,1
119,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-1qzhz52a8dbi6hnl,GetPasswordData,1
120,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-zp53l4c48xqmrau3,GetPasswordData,1
121,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-73odyengarc4to4y,GetPasswordData,1
122,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-pif7tkkxs03bhl64,GetPasswordData,1
123,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-6eb2h6dbe712mcvc,GetPasswordData,1
124,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-1vd4ffbntfve83su,GetPasswordData,1
125,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-u6e1xao5jqdvmyb2,GetPasswordData,1
126,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-29j87l982uak5493,GetPasswordData,1
127,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role/aws-go-sdk-1688990082523310002,i-l3hbwtbezd62leie,GetPasswordData,1
128,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeAccountAttributes,0
129,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetUser,0
130,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeAvailabilityZones,0
131,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeImages,0
132,arn:aws:iam::123837392027:user/bert-jan,aws_service,GetUser,0
133,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,CreateRole,1
134,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,PutRolePolicy,1
135,arn:aws:iam::123837392027:user/bert-jan,10.0.0.0/16,CreateVpc,0
136,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeAddresses,0
137,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,GetRole,0
138,arn:aws:iam::123837392027:user/bert-jan,vpc,AllocateAddress,0
139,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeVpcs,0
140,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeVpcClassicLink,0
141,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeVpcs,0
142,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,ListRolePolicies,0
143,arn:aws:iam::123837392027:user/bert-jan,vpc-06fe1a64761a0f720,DescribeVpcAttribute,0
144,arn:aws:iam::123837392027:user/bert-jan,vpc-06fe1a64761a0f720,DescribeVpcAttribute,0
145,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-instance,CreateInstanceProfile,0
146,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeVpcClassicLinkDnsSupport,0
147,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,GetRolePolicy,0
148,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,AttachRolePolicy,1
149,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,ListAttachedRolePolicies,0
150,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNetworkAcls,0
151,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,AddRoleToInstanceProfile,0
152,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
153,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-instance,GetInstanceProfile,0
154,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-role,ListAttachedRolePolicies,0
155,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSecurityGroups,0
156,arn:aws:iam::123837392027:user/bert-jan,vpc-06fe1a64761a0f720,CreateRouteTable,0
157,arn:aws:iam::123837392027:user/bert-jan,stratus-red-team-ec2-steal-credentials-instance,TagInstanceProfile,0
158,arn:aws:iam::123837392027:user/bert-jan,aws_service,CreateInternetGateway,0
159,arn:aws:iam::123837392027:user/bert-jan,vpc-06fe1a64761a0f720,CreateRouteTable,0
160,arn:aws:iam::123837392027:user/bert-jan,vpc-06fe1a64761a0f720,CreateSubnet,0
161,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
162,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
163,arn:aws:iam::123837392027:user/bert-jan,vpc-06fe1a64761a0f720,CreateSubnet,0
164,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInternetGateways,0
165,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSubnets,0
166,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSubnets,0
167,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
168,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
169,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSubnets,0
170,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeSubnets,0
171,arn:aws:iam::123837392027:user/bert-jan,igw-02a84e4222d62e16b,AttachInternetGateway,0
172,arn:aws:iam::123837392027:user/bert-jan,rtb-0c7c2f4aff3677054,AssociateRouteTable,0
173,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
174,arn:aws:iam::123837392027:user/bert-jan,subnet-0ed352584ab4aa265,CreateNetworkInterface,0
175,arn:aws:iam::123837392027:user/bert-jan,rtb-0c7c2f4aff3677054,CreateRoute,0
176,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
177,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInternetGateways,0
178,arn:aws:iam::123837392027:user/bert-jan,rtb-0d4916f528a90fa4e,AssociateRouteTable,0
179,arn:aws:iam::123837392027:user/bert-jan,aws_service,CreateNatGateway,0
180,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
181,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNetworkInterfaces,0
182,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
183,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNetworkInterfaces,0
184,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
185,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
186,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
187,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
188,arn:aws:iam::123837392027:user/bert-jan,t3.micro,RunInstances,0
189,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
190,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
191,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
192,arn:aws:iam::123837392027:user/bert-jan,t3.micro,RunInstances,0
193,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
194,arn:aws:iam::123837392027:user/bert-jan,t3.micro,RunInstances,0
195,,arn:aws:iam::123837392027:role/stratus-red-team-ec2-steal-credentials-role,AssumeRole,0
196,,arn:aws:iam::123837392027:role/stratus-red-team-ec2-steal-credentials-role,AssumeRole,0
197,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
198,,aws_service,SharedSnapshotVolumeCreated,0
199,arn:aws:sts::123837392027:assumed-role/AWSServiceRoleForAmazonInspector2/MandoService2842426183934887787,aws_service,DescribeInstances,0
200,,arn:aws:iam::123837392027:role/aws-service-role/inspector2.amazonaws.com/AWSServiceRoleForAmazonInspector2,AssumeRole,0
201,,arn:aws:iam::123837392027:role/aws-service-role/inspector2.amazonaws.com/AWSServiceRoleForAmazonInspector2,AssumeRole,0
202,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
203,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstances,0
204,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeTags,0
205,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstances,0
206,arn:aws:iam::123837392027:user/bert-jan,i-0dbc91f429e48eeed,DescribeInstanceAttribute,0
207,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeVpcs,0
208,arn:aws:iam::123837392027:user/bert-jan,i-0dbc91f429e48eeed,DescribeInstanceAttribute,0
209,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeVolumes,0
210,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceCreditSpecifications,0
211,arn:aws:iam::123837392027:user/bert-jan,i-0dbc91f429e48eeed,DescribeInstanceAttribute,0
212,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
213,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
214,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
215,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
216,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
217,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
218,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
219,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeNatGateways,0
220,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
221,arn:aws:iam::123837392027:user/bert-jan,rtb-0d4916f528a90fa4e,CreateRoute,0
222,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
223,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeRouteTables,0
224,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
225,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
226,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
227,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
228,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
229,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
230,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
231,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
232,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
233,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
234,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
235,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
236,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
237,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
238,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
239,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
240,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
241,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
242,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
243,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
244,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
245,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
246,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
247,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
248,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
249,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
250,arn:aws:iam::123837392027:user/bert-jan,AWS-RunShellScript,SendCommand,0
251,arn:aws:iam::123837392027:user/bert-jan,i-0dbc91f429e48eeed,GetCommandInvocation,0
252,arn:aws:iam::123837392027:user/bert-jan,aws_service,DescribeInstanceInformation,0
253,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-steal-credentials-role/i-0dbc91f429e48eeed,i-0dbc91f429e48eeed,UpdateInstanceInformation,0
254,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-steal-credentials-role/i-0dbc91f429e48eeed,i-0dbc91f429e48eeed,UpdateInstanceInformation,0
255,arn:aws:iam::123837392027:user/bert-jan,i-0dbc91f429e48eeed,GetCommandInvocation,0
256,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-steal-credentials-role/i-0dbc91f429e48eeed,aws_service,DescribeInstances,0
257,arn:aws:sts::123837392027:assumed-role/stratus-red-team-ec2-steal-credentials-role/i-0dbc91f429e48eeed,aws_service,GetCallerIdentity,0
258,arn:aws:iam::123837392027:user/benjamin,eventTypeCategory,DescribeEventAggregates,0
259,arn:aws:iam::123837392027:user/benjamin,eventTypeCategory,DescribeEventAggregates,0
