run_id,collector,aws_account,technique_id,tactic,rep_index,start_ts_utc,end_ts_utc,warmup_status,detonate_status,revert_status,cleanup_status,expected_events,notes,logs_confirmed,matched_event_count
d66e4ad3-39ae-4c18-9a32-af16ca00769d,udita,482745810921,aws.persistence.iam-create-user-login-profile,persistence,2,2026-07-08T19:34:23.642661+00:00,2026-07-08T19:38:41.107324+00:00,ok,ok,ok,ok,CreateLoginProfile,,NOT YET DELIVERED,0
383e7f90-04bb-4011-a9d1-c3cfb29148fe,udita,482745810921,aws.persistence.iam-create-admin-user,persistence,3,2026-07-08T19:38:41.108325+00:00,2026-07-08T19:40:22.366661+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,,NOT YET DELIVERED,0
48f88037-ff10-490f-9f3d-51de747b197e,udita,482745810921,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,1,2026-07-08T19:40:22.367689+00:00,2026-07-08T19:43:11.558648+00:00,ok,ok,ok,ok,UpdateLoginProfile,,NOT YET DELIVERED,0
de6d7d81-f4d8-46f3-a472-a46be8560814,udita,482745810921,aws.persistence.iam-create-backdoor-role,persistence,2,2026-07-08T19:43:11.559786+00:00,2026-07-08T19:44:34.696943+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,,NOT YET DELIVERED,0
5a42224a-6628-4f55-9d55-258e3ab6e911,udita,482745810921,aws.credential-access.ssm-retrieve-securestring-parameters,credential-access,3,2026-07-08T19:44:34.697978+00:00,2026-07-08T19:47:55.409315+00:00,ok,ok,ok,ok,DescribeParameters;GetParameters,,NOT YET DELIVERED,0
2672ffff-202a-4972-9a3d-b30316fab1b6,udita,482745810921,aws.persistence.iam-backdoor-user,persistence,3,2026-07-08T19:47:55.410541+00:00,2026-07-08T19:50:33.128262+00:00,ok,ok,ok,ok,CreateAccessKey,,NOT YET DELIVERED,0
56f35981-f20e-4a26-8a2c-efb460baf14c,udita,482745810921,aws.defense-evasion.cloudtrail-stop,defense-evasion,3,2026-07-08T19:50:33.129409+00:00,2026-07-08T19:53:17.886954+00:00,ok,ok,ok,ok,StopLogging,,NOT YET DELIVERED,0
d75dad41-959d-47a0-bc7d-e6d7dcb2e686,udita,482745810921,aws.defense-evasion.cloudtrail-event-selectors,defense-evasion,3,2026-07-08T19:53:17.887847+00:00,2026-07-08T19:56:05.174747+00:00,ok,ok,ok,ok,PutEventSelectors,,NOT YET DELIVERED,0
30e2733c-f4ff-4850-acc5-1c78a658ae47,udita,482745810921,aws.defense-evasion.cloudtrail-event-selectors,defense-evasion,2,2026-07-08T19:56:05.176161+00:00,2026-07-08T19:59:24.833405+00:00,ok,ok,ok,ok,PutEventSelectors,,NOT YET DELIVERED,0
54133642-ab43-4265-a574-2cbf98b509aa,udita,482745810921,aws.persistence.iam-create-admin-user,persistence,1,2026-07-08T19:59:24.834648+00:00,2026-07-08T20:00:42.861001+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,,NOT YET DELIVERED,0
80cc5eb9-e1de-4322-b975-fc2210393b16,udita,482745810921,aws.credential-access.secretsmanager-retrieve-secrets,credential-access,1,2026-07-08T20:00:42.861971+00:00,2026-07-08T20:02:56.888413+00:00,ok,ok,ok,ok,ListSecrets;GetSecretValue,,NOT YET DELIVERED,0
a2498c13-9c54-471b-b774-74798c8cee56,udita,482745810921,aws.persistence.iam-backdoor-user,persistence,2,2026-07-08T20:02:56.889263+00:00,2026-07-08T20:05:32.372808+00:00,ok,ok,ok,ok,CreateAccessKey,,NOT YET DELIVERED,0
3b7f5356-3174-4378-9f70-de4978ceaae7,udita,482745810921,aws.persistence.iam-create-user-login-profile,persistence,3,2026-07-08T20:05:32.374164+00:00,2026-07-08T20:08:03.284208+00:00,ok,ok,ok,ok,CreateLoginProfile,,NOT YET DELIVERED,0
