run_id,collector,aws_account,technique_id,tactic,rep_index,start_ts_utc,end_ts_utc,warmup_status,detonate_status,revert_status,cleanup_status,expected_events,notes,logs_confirmed,matched_event_count
c8998335-f5c1-4700-ab41-0020eb0b4b0f,akshaya,261390480702,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,3,2026-07-10T12:18:07.146086+00:00,2026-07-10T12:34:05.776777+00:00,ok,ok,ok,ok,UpdateLoginProfile,,yes,1
7bf688b8-0791-4343-94e3-2739fbd9c48e,akshaya,261390480702,aws.credential-access.secretsmanager-retrieve-secrets,credential-access,1,2026-07-10T12:34:05.778628+00:00,2026-07-10T12:49:21.253462+00:00,ok,ok,ok,ok,ListSecrets;GetSecretValue,,yes,61
34b66b33-06bb-4df2-8429-6e8a8ae202df,akshaya,261390480702,aws.credential-access.ec2-get-password-data,credential-access,2,2026-07-10T12:49:21.257026+00:00,2026-07-10T12:50:34.034654+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,,yes,33
b4edc82f-f076-4d31-9145-78bd1eca4ee0,akshaya,261390480702,aws.persistence.iam-create-admin-user,persistence,2,2026-07-10T12:50:34.036720+00:00,2026-07-10T12:51:06.978668+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,,yes,2
45549545-2e73-498d-8d6e-00969d1d09d5,akshaya,261390480702,aws.persistence.lambda-backdoor-function,persistence,3,2026-07-10T12:51:06.980203+00:00,2026-07-10T13:04:39.229474+00:00,ok,ok,ok,ok,AddPermission20150331v2,,yes,1
8f3c2e75-b4f4-44f0-874a-37f6574bb32b,akshaya,261390480702,aws.persistence.iam-backdoor-user,persistence,1,2026-07-10T13:04:39.231923+00:00,2026-07-10T13:05:50.939061+00:00,ok,ok,ok,ok,CreateAccessKey,,yes,3
32235d30-5754-4ee7-8149-50e7c5e12b74,akshaya,261390480702,aws.persistence.iam-create-backdoor-role,persistence,1,2026-07-10T13:05:50.941582+00:00,2026-07-10T13:06:31.422047+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,,yes,5
51802367-8cd9-4137-a03a-bc9361ccfb08,akshaya,261390480702,aws.persistence.iam-backdoor-user,persistence,3,2026-07-10T13:06:31.422411+00:00,2026-07-10T13:07:30.869299+00:00,ok,ok,ok,ok,CreateAccessKey,,yes,3
52a3447a-6f69-49a2-ac1b-8f707160ddef,akshaya,261390480702,aws.defense-evasion.cloudtrail-stop,defense-evasion,1,2026-07-10T13:07:30.871458+00:00,2026-07-10T13:08:56.633620+00:00,ok,ok,ok,ok,StopLogging,,yes,1
d7dce615-66be-4cc6-a9f2-f083de6e68f9,akshaya,261390480702,aws.credential-access.ssm-retrieve-securestring-parameters,credential-access,3,2026-07-10T13:08:56.635469+00:00,2026-07-10T13:10:54.049535+00:00,ok,ok,ok,ok,DescribeParameters;GetParameters,,yes,184
141a862a-b6b8-47f9-a983-5de32b6bd240,akshaya,261390480702,aws.persistence.iam-create-admin-user,persistence,1,2026-07-10T13:10:54.053924+00:00,2026-07-10T13:11:35.603244+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,,yes,6
b9c5a1ce-0599-46ce-aeef-74e953c893f4,akshaya,261390480702,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,2,2026-07-10T13:11:35.603702+00:00,2026-07-10T13:12:54.193914+00:00,ok,ok,ok,ok,UpdateLoginProfile,,yes,1
de9bee6d-f636-450a-a9f2-848537c7395e,akshaya,261390480702,aws.defense-evasion.cloudtrail-event-selectors,defense-evasion,2,2026-07-10T13:12:54.195472+00:00,2026-07-10T13:14:22.438767+00:00,ok,ok,ok,ok,PutEventSelectors,,yes,2
8ca05f02-958a-4e06-bb3f-0f422951d774,akshaya,261390480702,aws.persistence.iam-create-backdoor-role,persistence,2,2026-07-10T13:14:22.440893+00:00,2026-07-10T13:15:02.100426+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,,yes,5
809ba1b1-c055-4430-b3fe-3ff9e8d7d623,akshaya,261390480702,aws.credential-access.ec2-get-password-data,credential-access,1,2026-07-10T13:15:02.102020+00:00,2026-07-10T13:16:12.973834+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,,yes,32
55eb558c-5f57-434a-b9f0-650561991687,akshaya,261390480702,aws.persistence.iam-create-user-login-profile,persistence,1,2026-07-10T13:16:12.975877+00:00,2026-07-10T13:17:33.947735+00:00,ok,ok,ok,ok,CreateLoginProfile,,yes,2
